"Plot Title: Huancaro"
"#","Date Time, GMT-05:00","Event, units (LGR S/N: 20652619, SEN S/N: 20652619)","Coupler Attached (LGR S/N: 20652619)","Host Connected (LGR S/N: 20652619)","Coupler Detached (LGR S/N: 20652619)","End Of File (LGR S/N: 20652619)"
606,20-04-18 16:22:38,602.00,,,,
607,20-04-18 17:18:46,603.00,,,,
608,20-05-02 09:17:23,604.00,,,,
609,20-05-02 09:46:36,605.00,,,,
610,20-05-02 10:12:24,606.00,,,,
611,20-05-02 10:52:11,607.00,,,,
612,20-05-03 10:45:30,608.00,,,,
613,20-05-03 10:56:24,609.00,,,,
614,20-05-03 22:17:02,610.00,,,,
615,20-05-03 22:37:04,611.00,,,,
616,20-05-03 22:43:05,612.00,,,,
617,20-05-03 22:55:34,613.00,,,,
618,20-05-03 23:00:37,614.00,,,,
619,20-05-03 23:12:53,615.00,,,,
620,20-05-03 23:18:34,616.00,,,,
621,20-05-03 23:29:46,617.00,,,,
622,20-05-03 23:36:11,618.00,,,,
623,20-05-03 23:46:12,619.00,,,,
624,20-05-03 23:52:02,620.00,,,,
625,20-05-04 00:01:34,621.00,,,,
626,20-05-04 00:06:57,622.00,,,,
627,20-05-04 00:22:22,623.00,,,,
628,20-05-04 00:32:08,624.00,,,,
629,20-05-04 00:50:00,625.00,,,,
630,20-05-04 01:00:37,626.00,,,,
631,20-05-04 01:16:17,627.00,,,,
632,20-05-04 01:23:32,628.00,,,,
633,20-05-04 01:36:17,629.00,,,,
634,20-05-04 01:48:00,630.00,,,,
635,20-05-04 02:16:09,631.00,,,,
636,20-05-04 02:28:36,632.00,,,,
637,20-05-04 04:55:50,633.00,,,,
638,20-05-06 16:30:13,634.00,,,,
639,20-06-06 15:24:07,635.00,,,,
640,20-06-06 15:24:36,636.00,,,,
641,20-06-06 15:25:12,637.00,,,,
642,20-06-06 15:25:48,638.00,,,,
643,20-06-06 15:26:29,639.00,,,,
644,20-06-06 15:27:11,640.00,,,,
645,20-06-06 15:27:55,641.00,,,,
646,20-06-06 15:30:16,642.00,,,,
647,20-06-06 15:32:21,643.00,,,,
648,20-06-06 15:34:18,644.00,,,,
649,20-06-08 12:54:50,,Logged,,,
650,20-06-08 12:55:17,,,Logged,,
651,20-06-08 12:55:23,,,Logged,,
652,20-06-08 12:56:50,,,Logged,,
653,20-06-08 12:57:01,,,Logged,,
654,20-06-08 12:57:06,,,Logged,,
655,20-06-08 12:57:31,,,Logged,,
656,20-06-08 12:57:46,,,Logged,,
657,20-06-08 14:21:10,,,Logged,,
658,20-06-08 14:21:39,644.00,,,,Logged
